76,031
29,979
487,625
72,094
34,792
269,656
1.857,052
643,24
304,823
22,615
218,365
810,198
442,417
137,229
129,49
320,99
55,74
212,479
22,208
78,875
34,938
187,448
50,25
15,448
273,948
1.923,208
363,76
1.512,125
403,656
10,354
44,573
145,26
96,042
27,031
429,302
135,083
231,135
17,667
511,333
606,271
6.714,49
20,51
82,854
821,042
124,323
24,094
144,094
42,219
228,875
552,49
34,448
103,438
81,25
249,052
6,198
31,615
48,167
243,188
